Task name,Task description,Start time,End time,Duration,Duration in hours,Note,Tag
theta,NA,21/08/2018 8:20 am,21/08/2018 8:30 am,00:09:47,0.1632416,NA,theta
phi,NA,21/08/2018 11:56 am,21/08/2018 12:17 pm,00:21:05,0.3515393,NA,phi
review,NA,21/08/2018 12:17 pm,21/08/2018 12:21 pm,00:03:55,0.0654424,NA,psi
theta,NA,21/08/2018 12:21 pm,21/08/2018 12:43 pm,00:22:34,0.3761229,NA,theta
psi,NA,21/08/2018 12:49 pm,21/08/2018 12:53 pm,00:04:03,0.0675514,NA,psi
psi,NA,21/08/2018 3:44 pm,21/08/2018 3:47 pm,00:02:27,0.0410447,NA,psi
theta,NA,21/08/2018 3:51 pm,21/08/2018 4:12 pm,00:21:23,0.3564513,NA,theta
review,NA,21/08/2018 4:14 pm,21/08/2018 4:25 pm,00:11:23,0.1899115,NA,psi
phi,NA,21/08/2018 4:55 pm,21/08/2018 5:12 pm,00:17:01,0.283708,NA,phi
phi,NA,21/08/2018 5:12 pm,21/08/2018 5:18 pm,00:05:34,0.0928176,NA,phi
review,NA,21/08/2018 5:18 pm,21/08/2018 5:25 pm,00:06:47,0.1132569,NA,psi
theta,NA,21/08/2018 5:29 pm,21/08/2018 5:36 pm,00:06:48,0.1134265,NA,theta
review,NA,21/08/2018 5:36 pm,21/08/2018 5:37 pm,00:01:04,0.0178685,NA,psi
theta,NA,21/08/2018 5:37 pm,21/08/2018 5:46 pm,00:09:07,0.1521988,NA,theta
theta,NA,21/08/2018 5:47 pm,21/08/2018 6:11 pm,00:24:08,0.4023613,NA,theta
review,NA,21/08/2018 6:11 pm,21/08/2018 6:13 pm,00:01:48,0.0302507,NA,psi
psi,NA,21/08/2018 6:13 pm,21/08/2018 6:36 pm,00:23:23,0.3898388,NA,psi
review,NA,21/08/2018 6:36 pm,21/08/2018 6:47 pm,00:10:55,0.1820722,NA,psi
theta,NA,21/08/2018 7:01 pm,21/08/2018 7:03 pm,00:01:40,0.0279158,NA,theta
phi,NA,21/08/2018 7:23 pm,21/08/2018 7:41 pm,00:17:43,0.2955052,NA,phi
theta,NA,21/08/2018 8:02 pm,21/08/2018 8:23 pm,00:20:56,0.3490486,NA,theta
psi,NA,21/08/2018 8:24 pm,21/08/2018 8:28 pm,00:04:01,0.066985,NA,psi
review,NA,21/08/2018 8:37 pm,21/08/2018 8:38 pm,00:01:00,0.0167368,NA,psi
phi,NA,21/08/2018 8:53 pm,21/08/2018 9:10 pm,00:16:18,0.2717463,NA,phi
psi,NA,21/08/2018 9:20 pm,21/08/2018 9:31 pm,00:10:50,0.1807589,NA,psi
review,NA,22/08/2018 8:24 am,22/08/2018 8:38 am,00:13:51,0.2309471,NA,psi
psi,NA,22/08/2018 8:38 am,22/08/2018 8:58 am,00:20:09,0.3359794,NA,psi
phi,NA,22/08/2018 11:30 am,22/08/2018 11:37 am,00:07:09,0.1192909,NA,phi
theta,NA,22/08/2018 12:04 pm,22/08/2018 12:14 pm,00:09:53,0.1649784,NA,theta
theta,NA,22/08/2018 12:15 pm,22/08/2018 12:36 pm,00:20:06,0.3352678,NA,theta
theta,NA,22/08/2018 12:43 pm,22/08/2018 12:48 pm,00:04:59,0.0832472,NA,theta
psi,NA,22/08/2018 1:02 pm,22/08/2018 1:10 pm,00:08:28,0.14117,NA,psi
phi,NA,22/08/2018 1:30 pm,22/08/2018 1:40 pm,00:09:19,0.1554067,NA,phi
psi,NA,22/08/2018 1:41 pm,22/08/2018 1:44 pm,00:02:52,0.0479252,NA,psi
theta,NA,22/08/2018 1:44 pm,22/08/2018 1:52 pm,00:07:44,0.1290712,NA,theta
phi,NA,22/08/2018 3:12 pm,22/08/2018 3:29 pm,00:17:29,0.2914329,NA,phi
review,NA,22/08/2018 3:29 pm,22/08/2018 3:32 pm,00:03:10,0.0529553,NA,psi
theta,NA,22/08/2018 3:32 pm,22/08/2018 3:51 pm,00:19:03,0.3177083,NA,theta
review,NA,22/08/2018 4:05 pm,22/08/2018 4:06 pm,00:01:06,0.0184826,NA,psi
phi,NA,22/08/2018 4:06 pm,22/08/2018 4:17 pm,00:10:31,0.175354,NA,phi
review,NA,22/08/2018 4:17 pm,22/08/2018 4:19 pm,00:02:25,0.0404731,NA,psi
theta,NA,22/08/2018 4:44 pm,22/08/2018 4:48 pm,00:04:25,0.073814,NA,theta
review,NA,23/08/2018 9:37 am,23/08/2018 9:50 am,00:13:52,0.2313404,NA,psi
phi,NA,23/08/2018 9:50 am,23/08/2018 10:11 am,00:20:23,0.3398481,NA,phi
theta,NA,23/08/2018 10:11 am,23/08/2018 10:29 am,00:18:20,0.3056536,NA,theta
theta,NA,23/08/2018 10:32 am,23/08/2018 10:35 am,00:02:20,0.0390511,NA,theta
psi,NA,23/08/2018 10:35 am,23/08/2018 10:49 am,00:14:25,0.2405439,NA,psi
phi,NA,23/08/2018 2:33 pm,23/08/2018 2:54 pm,00:20:43,0.345304,NA,phi
review,NA,23/08/2018 2:54 pm,23/08/2018 2:59 pm,00:04:55,0.0821497,NA,psi
theta,NA,23/08/2018 3:08 pm,23/08/2018 3:20 pm,00:12:36,0.2101449,NA,theta
theta,NA,23/08/2018 4:07 pm,23/08/2018 4:20 pm,00:12:43,0.2120937,NA,theta
theta,NA,23/08/2018 4:21 pm,23/08/2018 4:24 pm,00:03:17,0.0547506,NA,theta
theta,NA,23/08/2018 4:31 pm,23/08/2018 4:39 pm,00:07:44,0.1289548,NA,theta
theta,NA,23/08/2018 4:45 pm,23/08/2018 5:06 pm,00:20:17,0.3382694,NA,theta
theta,NA,23/08/2018 5:11 pm,23/08/2018 5:17 pm,00:06:02,0.1006375,NA,theta
theta,NA,23/08/2018 5:27 pm,23/08/2018 5:36 pm,00:09:16,0.1546924,NA,theta
review,NA,25/08/2018 10:56 am,25/08/2018 11:08 am,00:11:31,0.1919446,NA,psi
psi,NA,25/08/2018 11:08 am,25/08/2018 11:21 am,00:13:48,0.2301654,NA,psi
theta,NA,25/08/2018 11:52 am,25/08/2018 12:06 pm,00:14:27,0.2408794,NA,theta
review,NA,25/08/2018 12:07 pm,25/08/2018 12:09 pm,00:02:01,0.0338115,NA,psi
psi,NA,25/08/2018 12:10 pm,25/08/2018 12:22 pm,00:12:08,0.2024177,NA,psi
phi,NA,25/08/2018 12:28 pm,25/08/2018 12:32 pm,00:03:37,0.060331,NA,phi
review,NA,25/08/2018 12:38 pm,25/08/2018 12:41 pm,00:02:47,0.0465368,NA,psi
theta,NA,25/08/2018 12:41 pm,25/08/2018 12:43 pm,00:01:38,0.0274397,NA,theta
phi,NA,25/08/2018 1:24 pm,25/08/2018 1:27 pm,00:03:25,0.0571266,NA,phi
theta,NA,25/08/2018 1:28 pm,25/08/2018 1:50 pm,00:22:04,0.3680165,NA,theta
theta,NA,25/08/2018 1:50 pm,25/08/2018 1:56 pm,00:06:00,0.1000444,NA,theta
review,NA,25/08/2018 1:56 pm,25/08/2018 2:00 pm,00:03:48,0.0633919,NA,psi
theta,NA,25/08/2018 2:00 pm,25/08/2018 2:10 pm,00:10:43,0.1786896,NA,theta
theta,NA,25/08/2018 2:32 pm,25/08/2018 2:40 pm,00:07:48,0.1302089,NA,theta
theta,NA,25/08/2018 4:00 pm,25/08/2018 4:19 pm,00:18:58,0.3162704,NA,theta
psi,NA,25/08/2018 4:20 pm,25/08/2018 4:27 pm,00:06:59,0.116663,NA,psi
psi,NA,25/08/2018 5:13 pm,25/08/2018 5:34 pm,00:20:08,0.3356196,NA,psi
psi,NA,25/08/2018 6:11 pm,25/08/2018 6:27 pm,00:15:09,0.2525457,NA,psi
review,NA,25/08/2018 6:27 pm,25/08/2018 6:29 pm,00:02:03,0.0343944,NA,psi
review,NA,25/08/2018 6:30 pm,25/08/2018 6:40 pm,00:10:00,0.1669312,NA,psi
theta,NA,25/08/2018 6:40 pm,25/08/2018 7:00 pm,00:20:04,0.3346548,NA,theta
review,NA,25/08/2018 7:00 pm,25/08/2018 7:01 pm,00:01:03,0.017711,NA,psi
theta,NA,25/08/2018 7:05 pm,25/08/2018 7:17 pm,00:12:02,0.2006766,NA,theta
theta,NA,25/08/2018 7:29 pm,25/08/2018 7:37 pm,00:07:10,0.1196323,NA,theta
review,NA,25/08/2018 7:37 pm,25/08/2018 7:38 pm,00:01:31,0.0255035,NA,psi
theta,NA,25/08/2018 7:38 pm,25/08/2018 7:49 pm,00:10:53,0.1816156,NA,theta
review,NA,26/08/2018 8:44 am,26/08/2018 8:54 am,00:10:18,0.1719436,NA,psi
psi,NA,26/08/2018 8:54 am,26/08/2018 9:12 am,00:17:18,0.2884771,NA,psi
phi,NA,26/08/2018 9:13 am,26/08/2018 9:18 am,00:05:21,0.0893002,NA,phi
theta,NA,26/08/2018 9:25 am,26/08/2018 10:01 am,00:36:03,0.6008758,NA,theta
review,NA,26/08/2018 2:59 pm,26/08/2018 3:02 pm,00:02:56,0.0491662,NA,psi
phi,NA,26/08/2018 6:35 pm,26/08/2018 6:53 pm,00:17:52,0.297846,NA,phi
review,NA,26/08/2018 6:53 pm,26/08/2018 6:55 pm,00:01:49,0.030338,NA,psi
theta,NA,26/08/2018 7:07 pm,26/08/2018 7:20 pm,00:12:36,0.2100895,NA,theta
review,NA,26/08/2018 7:20 pm,26/08/2018 7:21 pm,00:01:03,0.017518,NA,psi
phi,NA,26/08/2018 7:23 pm,26/08/2018 7:30 pm,00:06:50,0.1139703,NA,phi
theta,NA,26/08/2018 7:30 pm,26/08/2018 7:36 pm,00:05:46,0.0961823,NA,theta
phi,NA,26/08/2018 7:36 pm,26/08/2018 7:42 pm,00:06:13,0.1037266,NA,phi
phi,NA,26/08/2018 7:43 pm,26/08/2018 8:06 pm,00:22:59,0.3833011,NA,phi
phi,NA,26/08/2018 8:06 pm,26/08/2018 8:10 pm,00:03:43,0.062191,NA,phi
theta,NA,26/08/2018 8:27 pm,26/08/2018 8:31 pm,00:03:26,0.0573239,NA,theta
theta,NA,26/08/2018 8:31 pm,26/08/2018 8:46 pm,00:15:20,0.2556605,NA,theta
review,NA,27/08/2018 6:58 am,27/08/2018 7:04 am,00:05:49,0.0971829,NA,psi
theta,NA,27/08/2018 9:16 am,27/08/2018 9:33 am,00:17:32,0.2922693,NA,theta
theta,NA,27/08/2018 10:03 am,27/08/2018 10:25 am,00:21:58,0.3663352,NA,theta
psi,NA,27/08/2018 11:34 am,27/08/2018 11:35 am,00:01:30,0.0252679,NA,psi
theta,NA,27/08/2018 11:35 am,27/08/2018 11:38 am,00:02:52,0.0480216,NA,theta
psi,NA,27/08/2018 11:38 am,27/08/2018 11:42 am,00:03:44,0.0623961,NA,psi
theta,NA,27/08/2018 11:42 am,27/08/2018 11:58 am,00:15:46,0.2630089,NA,theta
phi,NA,27/08/2018 3:21 pm,27/08/2018 3:25 pm,00:03:33,0.0593441,NA,phi
psi,NA,27/08/2018 3:25 pm,27/08/2018 3:29 pm,00:04:27,0.0743722,NA,psi
phi,NA,27/08/2018 3:29 pm,27/08/2018 3:33 pm,00:03:39,0.0610029,NA,phi
theta,NA,27/08/2018 3:33 pm,27/08/2018 3:40 pm,00:07:16,0.1211333,NA,theta
theta,NA,27/08/2018 3:42 pm,27/08/2018 4:10 pm,00:28:02,0.4672268,NA,theta
review,NA,28/08/2018 7:51 am,28/08/2018 7:56 am,00:04:48,0.0800527,NA,psi
psi,NA,28/08/2018 7:56 am,28/08/2018 8:19 am,00:22:39,0.3776707,NA,psi
phi,NA,28/08/2018 8:19 am,28/08/2018 8:20 am,00:01:29,0.0247667,NA,phi
phi,NA,28/08/2018 8:22 am,28/08/2018 8:30 am,00:08:28,0.1411492,NA,phi
theta,NA,28/08/2018 8:30 am,28/08/2018 8:33 am,00:02:39,0.0441939,NA,theta
psi,NA,28/08/2018 8:45 am,28/08/2018 9:00 am,00:15:05,0.2515717,NA,psi
phi,NA,28/08/2018 9:05 am,28/08/2018 9:23 am,00:18:20,0.305618,NA,phi
phi,NA,28/08/2018 2:28 pm,28/08/2018 2:38 pm,00:09:56,0.165701,NA,phi
phi,NA,28/08/2018 2:41 pm,28/08/2018 2:46 pm,00:05:42,0.0951335,NA,phi
phi,NA,28/08/2018 2:50 pm,28/08/2018 2:55 pm,00:04:45,0.0793151,NA,phi
theta,NA,28/08/2018 5:48 pm,28/08/2018 6:01 pm,00:12:37,0.2104672,NA,theta
psi,NA,28/08/2018 6:02 pm,28/08/2018 6:16 pm,00:14:03,0.2344096,NA,psi
phi,NA,28/08/2018 6:16 pm,28/08/2018 6:29 pm,00:12:41,0.2115033,NA,phi
review,NA,28/08/2018 6:31 pm,28/08/2018 6:33 pm,00:02:01,0.0337549,NA,psi
phi,NA,28/08/2018 6:33 pm,28/08/2018 6:36 pm,00:03:11,0.0533104,NA,phi
theta,NA,28/08/2018 6:37 pm,28/08/2018 6:57 pm,00:20:30,0.3417482,NA,theta
review,NA,28/08/2018 6:57 pm,28/08/2018 7:01 pm,00:03:43,0.0620779,NA,psi
phi,NA,28/08/2018 8:20 pm,28/08/2018 8:38 pm,00:17:48,0.2967116,NA,phi
psi,NA,29/08/2018 4:04 am,29/08/2018 4:15 am,00:11:12,0.1867956,NA,psi
review,NA,29/08/2018 4:15 am,29/08/2018 4:21 am,00:05:30,0.0917438,NA,psi
psi,NA,29/08/2018 4:23 am,29/08/2018 4:28 am,00:05:14,0.0874493,NA,psi
phi,NA,29/08/2018 6:16 am,29/08/2018 6:28 am,00:12:46,0.2130407,NA,phi
psi,NA,29/08/2018 6:28 am,29/08/2018 6:40 am,00:12:05,0.2014089,NA,psi
phi,NA,29/08/2018 6:40 am,29/08/2018 6:49 am,00:08:28,0.1412586,NA,phi
psi,NA,29/08/2018 7:06 am,29/08/2018 7:07 am,00:01:24,0.0235961,NA,psi
phi,NA,29/08/2018 7:07 am,29/08/2018 7:27 am,00:19:24,0.3235873,NA,phi
review,NA,29/08/2018 7:27 am,29/08/2018 7:30 am,00:02:37,0.0438335,NA,psi
phi,NA,29/08/2018 7:30 am,29/08/2018 7:36 am,00:05:58,0.0996917,NA,phi
psi,NA,29/08/2018 8:12 am,29/08/2018 8:20 am,00:08:25,0.1405036,NA,psi
phi,NA,29/08/2018 8:20 am,29/08/2018 8:41 am,00:20:08,0.3356924,NA,phi
review,NA,29/08/2018 8:41 am,29/08/2018 8:44 am,00:02:55,0.048756,NA,psi
psi,NA,29/08/2018 12:18 pm,29/08/2018 12:20 pm,00:02:01,0.0337218,NA,psi
psi,NA,29/08/2018 12:37 pm,29/08/2018 12:38 pm,00:01:32,0.0257206,NA,psi
psi,NA,29/08/2018 12:43 pm,29/08/2018 12:45 pm,00:02:52,0.0479017,NA,psi
phi,NA,29/08/2018 12:49 pm,29/08/2018 1:03 pm,00:13:49,0.2303566,NA,phi
phi,NA,29/08/2018 1:08 pm,29/08/2018 1:16 pm,00:08:07,0.135435,NA,phi
review,NA,29/08/2018 1:16 pm,29/08/2018 1:18 pm,00:01:36,0.026792,NA,psi
phi,NA,29/08/2018 1:18 pm,29/08/2018 1:20 pm,00:01:48,0.0302723,NA,phi
psi,NA,29/08/2018 1:20 pm,29/08/2018 1:38 pm,00:18:32,0.3089557,NA,psi
phi,NA,29/08/2018 1:39 pm,29/08/2018 1:45 pm,00:06:14,0.103936,NA,phi
review,NA,29/08/2018 1:45 pm,29/08/2018 1:47 pm,00:01:59,0.0330968,NA,psi
psi,NA,29/08/2018 1:47 pm,29/08/2018 1:50 pm,00:02:55,0.0488077,NA,psi
psi,NA,29/08/2018 2:39 pm,29/08/2018 2:58 pm,00:18:54,0.3150628,NA,psi
psi,NA,29/08/2018 3:01 pm,29/08/2018 3:14 pm,00:12:26,0.2074525,NA,psi
review,NA,29/08/2018 3:29 pm,29/08/2018 3:31 pm,00:02:07,0.0353557,NA,psi
phi,NA,29/08/2018 3:45 pm,29/08/2018 4:14 pm,00:28:18,0.4717795,NA,phi
theta,NA,30/08/2018 12:31 pm,30/08/2018 12:36 pm,00:05:28,0.0913452,NA,theta
review,NA,30/08/2018 12:39 pm,30/08/2018 12:44 pm,00:04:52,0.0812669,NA,psi
review,NA,01/09/2018 10:12 am,01/09/2018 10:21 am,00:08:57,0.1492377,NA,psi
psi,NA,01/09/2018 10:21 am,01/09/2018 10:31 am,00:10:03,0.1675374,NA,psi
psi,NA,01/09/2018 10:32 am,01/09/2018 10:34 am,00:02:45,0.0458811,NA,psi
psi,NA,01/09/2018 10:35 am,01/09/2018 10:40 am,00:05:28,0.0913046,NA,psi
psi,NA,01/09/2018 10:41 am,01/09/2018 10:48 am,00:06:58,0.1163231,NA,psi
review,NA,01/09/2018 10:56 am,01/09/2018 10:58 am,00:02:03,0.0342186,NA,psi
phi,NA,01/09/2018 12:25 pm,01/09/2018 12:44 pm,00:18:32,0.3091253,NA,phi
psi,NA,01/09/2018 12:44 pm,01/09/2018 12:58 pm,00:14:05,0.2349075,NA,psi
review,NA,01/09/2018 2:08 pm,01/09/2018 2:10 pm,00:02:28,0.041289,NA,psi
phi,NA,01/09/2018 2:10 pm,01/09/2018 2:34 pm,00:23:06,0.38517,NA,phi
phi,NA,01/09/2018 5:24 pm,01/09/2018 5:30 pm,00:06:20,0.1056842,NA,phi
review,NA,01/09/2018 5:31 pm,01/09/2018 5:40 pm,00:08:05,0.1348137,NA,psi
psi,NA,01/09/2018 5:41 pm,01/09/2018 5:54 pm,00:12:46,0.2130064,NA,psi
phi,NA,01/09/2018 5:54 pm,01/09/2018 6:14 pm,00:20:04,0.334624,NA,phi
review,NA,01/09/2018 6:14 pm,01/09/2018 6:16 pm,00:02:24,0.0402474,NA,psi
review,NA,02/09/2018 7:53 am,02/09/2018 7:59 am,00:06:40,0.1111289,NA,psi
psi,NA,02/09/2018 7:59 am,02/09/2018 8:05 am,00:05:30,0.0919421,NA,psi
review,NA,02/09/2018 8:05 am,02/09/2018 8:06 am,00:01:05,0.0181429,NA,psi
psi,NA,02/09/2018 8:06 am,02/09/2018 8:26 am,00:20:10,0.3362444,NA,psi
review,NA,02/09/2018 8:26 am,02/09/2018 8:29 am,00:02:59,0.049868,NA,psi
psi,NA,02/09/2018 8:29 am,02/09/2018 8:48 am,00:18:56,0.3156305,NA,psi
phi,NA,02/09/2018 8:49 am,02/09/2018 8:54 am,00:04:51,0.0810755,NA,phi
psi,NA,02/09/2018 8:54 am,02/09/2018 8:56 am,00:02:17,0.0380595,NA,psi
review,NA,02/09/2018 2:16 pm,02/09/2018 2:19 pm,00:02:19,0.0387406,NA,psi
phi,NA,02/09/2018 2:19 pm,02/09/2018 2:37 pm,00:18:21,0.3060976,NA,phi
psi,NA,02/09/2018 2:46 pm,02/09/2018 3:01 pm,00:15:02,0.2508166,NA,psi
review,NA,02/09/2018 3:01 pm,02/09/2018 3:02 pm,00:01:07,0.0186639,NA,psi
phi,NA,02/09/2018 3:02 pm,02/09/2018 3:08 pm,00:05:19,0.0888192,NA,phi
phi,NA,02/09/2018 3:18 pm,02/09/2018 3:26 pm,00:08:08,0.1357754,NA,phi
phi,NA,02/09/2018 3:27 pm,02/09/2018 3:34 pm,00:07:17,0.1215906,NA,phi
review,NA,02/09/2018 3:38 pm,02/09/2018 3:39 pm,00:01:14,0.0206894,NA,psi
phi,NA,02/09/2018 3:39 pm,02/09/2018 3:45 pm,00:05:58,0.0995487,NA,phi
phi,NA,02/09/2018 3:50 pm,02/09/2018 3:58 pm,00:07:58,0.1328408,NA,phi
phi,NA,02/09/2018 4:05 pm,02/09/2018 4:09 pm,00:03:39,0.0610846,NA,phi
phi,NA,02/09/2018 4:14 pm,02/09/2018 4:17 pm,00:03:03,0.0510339,NA,phi
review,NA,02/09/2018 4:17 pm,02/09/2018 4:19 pm,00:01:51,0.0308752,NA,psi
review,NA,03/09/2018 9:02 am,03/09/2018 9:05 am,00:03:02,0.0507911,NA,psi
psi,NA,03/09/2018 9:05 am,03/09/2018 9:10 am,00:04:57,0.0825409,NA,psi
psi,NA,03/09/2018 9:13 am,03/09/2018 9:30 am,00:17:06,0.2851732,NA,psi
psi,NA,03/09/2018 9:31 am,03/09/2018 9:34 am,00:02:53,0.0482949,NA,psi
phi,NA,03/09/2018 10:24 am,03/09/2018 10:33 am,00:09:00,0.1500907,NA,phi
phi,NA,03/09/2018 10:39 am,03/09/2018 11:03 am,00:23:54,0.3984344,NA,phi
psi,NA,03/09/2018 11:03 am,03/09/2018 11:09 am,00:05:23,0.0898416,NA,psi
phi,NA,03/09/2018 11:09 am,03/09/2018 11:17 am,00:08:28,0.1411552,NA,phi
theta,NA,03/09/2018 11:17 am,03/09/2018 11:19 am,00:01:49,0.0303424,NA,theta
review,NA,03/09/2018 11:22 am,03/09/2018 11:24 am,00:01:26,0.0241049,NA,psi
phi,NA,03/09/2018 11:37 am,03/09/2018 11:51 am,00:14:25,0.2404269,NA,phi
psi,NA,03/09/2018 11:54 am,03/09/2018 11:59 am,00:05:35,0.0931424,NA,psi
psi,NA,03/09/2018 12:05 pm,03/09/2018 12:12 pm,00:07:12,0.1201632,NA,psi
theta,NA,03/09/2018 12:12 pm,03/09/2018 12:33 pm,00:20:55,0.3488818,NA,theta
review,NA,03/09/2018 12:33 pm,03/09/2018 12:44 pm,00:10:53,0.1816619,NA,psi
phi,NA,03/09/2018 1:24 pm,03/09/2018 1:40 pm,00:15:18,0.2551458,NA,phi
review,NA,04/09/2018 8:10 am,04/09/2018 8:16 am,00:06:16,0.1045827,NA,psi
phi,NA,04/09/2018 10:06 am,04/09/2018 10:26 am,00:20:05,0.3348536,NA,phi
phi,NA,04/09/2018 10:30 am,04/09/2018 10:50 am,00:20:04,0.3345389,NA,phi
phi,NA,04/09/2018 12:35 pm,04/09/2018 12:41 pm,00:05:55,0.0988126,NA,phi
phi,NA,04/09/2018 1:17 pm,04/09/2018 3:01 pm,01:43:17,1.7214721,NA,phi
review,NA,07/09/2018 9:31 am,07/09/2018 10:03 am,00:32:09,0.5361015,NA,psi
psi,NA,07/09/2018 10:03 am,07/09/2018 10:13 am,00:09:49,0.1636498,NA,psi
review,NA,07/09/2018 10:13 am,07/09/2018 10:21 am,00:08:06,0.1351957,NA,psi
phi,NA,07/09/2018 10:34 am,07/09/2018 11:30 am,00:56:32,0.9423528,NA,phi
psi,NA,07/09/2018 1:29 pm,07/09/2018 1:50 pm,00:21:21,0.3560202,NA,psi
review,NA,07/09/2018 1:50 pm,07/09/2018 1:52 pm,00:02:02,0.0340523,NA,psi
psi,NA,07/09/2018 1:52 pm,07/09/2018 2:12 pm,00:19:30,0.325261,NA,psi
review,NA,07/09/2018 2:12 pm,07/09/2018 2:14 pm,00:01:59,0.0332771,NA,psi
psi,NA,07/09/2018 2:14 pm,07/09/2018 2:24 pm,00:09:48,0.1634383,NA,psi
phi,NA,07/09/2018 2:26 pm,07/09/2018 2:37 pm,00:11:02,0.1839462,NA,phi
psi,NA,07/09/2018 6:24 pm,07/09/2018 6:43 pm,00:19:12,0.3201076,NA,psi
psi,NA,07/09/2018 6:43 pm,07/09/2018 6:45 pm,00:01:50,0.0306275,NA,psi
review,NA,07/09/2018 6:45 pm,07/09/2018 6:47 pm,00:01:50,0.0307694,NA,psi
theta,NA,07/09/2018 6:49 pm,07/09/2018 7:16 pm,00:27:49,0.4638769,NA,theta
theta,NA,08/09/2018 7:54 am,08/09/2018 8:02 am,00:07:55,0.1320273,NA,theta
review,NA,08/09/2018 3:28 pm,08/09/2018 3:29 pm,00:01:09,0.0191718,NA,psi
theta,NA,08/09/2018 3:29 pm,08/09/2018 3:36 pm,00:06:53,0.1149963,NA,theta
psi,NA,08/09/2018 3:36 pm,08/09/2018 3:41 pm,00:05:34,0.0929851,NA,psi
review,NA,08/09/2018 3:41 pm,08/09/2018 3:44 pm,00:02:27,0.0410545,NA,psi
theta,NA,08/09/2018 3:44 pm,08/09/2018 3:48 pm,00:03:39,0.0608458,NA,theta
psi,NA,08/09/2018 3:48 pm,08/09/2018 4:06 pm,00:18:59,0.3164695,NA,psi
phi,NA,08/09/2018 5:38 pm,08/09/2018 5:46 pm,00:07:52,0.1312594,NA,phi
theta,NA,08/09/2018 5:46 pm,08/09/2018 5:53 pm,00:07:08,0.1189019,NA,theta
review,NA,08/09/2018 5:53 pm,08/09/2018 5:55 pm,00:01:34,0.0261872,NA,psi
psi,NA,08/09/2018 5:55 pm,08/09/2018 5:58 pm,00:03:56,0.0656493,NA,psi
phi,NA,08/09/2018 5:58 pm,08/09/2018 6:17 pm,00:18:35,0.3097314,NA,phi
review,NA,09/09/2018 7:35 am,09/09/2018 7:36 am,00:01:21,0.0227689,NA,psi
review,NA,09/09/2018 7:53 am,09/09/2018 7:58 am,00:05:25,0.0905531,NA,psi
psi,NA,09/09/2018 8:26 am,09/09/2018 8:31 am,00:04:45,0.0792833,NA,psi
psi,NA,09/09/2018 8:31 am,09/09/2018 8:50 am,00:19:22,0.3229481,NA,psi
review,NA,09/09/2018 8:50 am,09/09/2018 8:52 am,00:01:10,0.0196969,NA,psi
psi,NA,09/09/2018 8:52 am,09/09/2018 9:05 am,00:13:17,0.2215312,NA,psi
phi,NA,09/09/2018 9:37 am,09/09/2018 9:53 am,00:15:32,0.2589626,NA,phi
psi,NA,09/09/2018 2:12 pm,09/09/2018 2:33 pm,00:20:51,0.3476588,NA,psi
review,NA,09/09/2018 2:34 pm,09/09/2018 2:57 pm,00:23:42,0.3952095,NA,psi
review,NA,10/09/2018 6:57 am,10/09/2018 7:04 am,00:07:18,0.1218611,NA,psi
psi,NA,10/09/2018 7:16 am,10/09/2018 7:18 am,00:01:50,0.03069,NA,psi
review,NA,10/09/2018 7:18 am,10/09/2018 7:23 am,00:04:57,0.0827763,NA,psi
phi,NA,10/09/2018 7:23 am,10/09/2018 7:46 am,00:23:33,0.3925671,NA,phi
phi,NA,10/09/2018 9:15 am,10/09/2018 9:33 am,00:17:57,0.2992347,NA,phi
theta,NA,10/09/2018 10:22 am,10/09/2018 10:26 am,00:04:30,0.07508,NA,theta
psi,NA,10/09/2018 10:26 am,10/09/2018 10:29 am,00:02:46,0.04617,NA,psi
phi,NA,10/09/2018 10:29 am,10/09/2018 10:49 am,00:19:18,0.3218366,NA,phi
theta,NA,10/09/2018 10:49 am,10/09/2018 10:54 am,00:05:02,0.0839609,NA,theta
review,NA,10/09/2018 10:55 am,10/09/2018 11:03 am,00:08:26,0.1406773,NA,psi
psi,NA,10/09/2018 11:34 am,10/09/2018 11:54 am,00:20:15,0.3376602,NA,psi
phi,NA,10/09/2018 11:55 am,10/09/2018 12:11 pm,00:16:22,0.2728974,NA,phi
theta,NA,10/09/2018 12:11 pm,10/09/2018 12:16 pm,00:05:14,0.0873087,NA,theta
review,NA,10/09/2018 12:16 pm,10/09/2018 12:20 pm,00:04:01,0.0669815,NA,psi
phi,NA,10/09/2018 12:21 pm,10/09/2018 12:41 pm,00:20:31,0.3420642,NA,phi
review,NA,10/09/2018 12:41 pm,10/09/2018 1:09 pm,00:27:59,0.4664429,NA,psi
theta,NA,10/09/2018 1:09 pm,10/09/2018 1:20 pm,00:11:03,0.1842438,NA,theta
review,NA,10/09/2018 1:20 pm,10/09/2018 1:25 pm,00:04:40,0.0779001,NA,psi
psi,NA,10/09/2018 1:27 pm,10/09/2018 1:42 pm,00:14:13,0.237033,NA,psi
psi,NA,10/09/2018 3:33 pm,10/09/2018 3:45 pm,00:11:30,0.1919227,NA,psi
review,NA,10/09/2018 3:45 pm,10/09/2018 3:46 pm,00:01:17,0.0214045,NA,psi
phi,NA,10/09/2018 3:46 pm,10/09/2018 4:06 pm,00:20:18,0.3385487,NA,phi
review,NA,10/09/2018 4:06 pm,10/09/2018 4:08 pm,00:01:50,0.030738,NA,psi
theta,NA,10/09/2018 4:17 pm,10/09/2018 4:52 pm,00:35:05,0.5848351,NA,theta
